Date,High,Low,Open,Close,Volume,Adj Close
2018-07-31,8.050000190734863,7.619999885559082,8.050000190734863,7.730000019073486,180512792.0,7.380478382110596
2018-08-01,7.920000076293945,7.699999809265137,7.78000020980835,7.71999979019165,83351709.0,7.370930194854736
2018-08-02,7.75,7.46999979019165,7.690000057220459,7.559999942779541,65402625.0,7.218164920806885
2018-08-03,7.619999885559082,7.510000228881836,7.570000171661377,7.519999980926514,34639690.0,7.179973602294922
2018-08-06,7.650000095367432,7.480000019073486,7.539999961853027,7.539999961853027,49024870.0,7.199069499969482
2018-08-07,7.639999866485596,7.389999866485596,7.539999961853027,7.630000114440918,59214642.0,7.284999847412109
2018-08-08,7.329999923706055,7.230000019073486,7.329999923706055,7.25,42770809.0,7.25
2018-08-09,7.380000114440918,7.210000038146973,7.230000019073486,7.340000152587891,41385257.0,7.340000152587891
2018-08-10,7.380000114440918,7.309999942779541,7.360000133514404,7.349999904632568,24966345.0,7.349999904632568
2018-08-13,7.300000190734863,7.170000076293945,7.28000020980835,7.260000228881836,44829642.0,7.260000228881836
2018-08-14,7.260000228881836,7.190000057220459,7.230000019073486,7.199999809265137,29762352.0,7.199999809265137
2018-08-15,7.230000019073486,7.130000114440918,7.21999979019165,7.139999866485596,25147628.0,7.139999866485596
2018-08-16,7.170000076293945,7.03000020980835,7.079999923706055,7.119999885559082,22071633.0,7.119999885559082
2018-08-17,7.190000057220459,7.099999904632568,7.099999904632568,7.110000133514404,20881919.0,7.110000133514404
2018-08-20,7.199999809265137,7.119999885559082,7.130000114440918,7.199999809265137,22809368.0,7.199999809265137
2018-08-21,7.28000020980835,7.170000076293945,7.190000057220459,7.230000019073486,28934971.0,7.230000019073486
2018-08-22,7.21999979019165,7.170000076293945,7.21999979019165,7.179999828338623,19772699.0,7.179999828338623
2018-08-23,7.239999771118164,7.119999885559082,7.190000057220459,7.170000076293945,25616423.0,7.170000076293945
2018-08-24,7.519999980926514,7.139999866485596,7.170000076293945,7.340000152587891,83918756.0,7.340000152587891
2018-08-27,7.409999847412109,7.269999980926514,7.349999904632568,7.400000095367432,81611182.0,7.400000095367432
2018-08-28,7.449999809265137,7.369999885559082,7.389999866485596,7.389999866485596,37148921.0,7.389999866485596
2018-08-29,7.449999809265137,7.369999885559082,7.389999866485596,7.420000076293945,26030661.0,7.420000076293945
2018-08-30,7.449999809265137,7.300000190734863,7.420000076293945,7.309999942779541,25001579.0,7.309999942779541
2018-08-31,7.389999866485596,7.300000190734863,7.300000190734863,7.369999885559082,29398338.0,7.369999885559082
2018-09-03,7.369999885559082,7.25,7.340000152587891,7.309999942779541,28788826.0,7.309999942779541
2018-09-04,7.429999828338623,7.269999980926514,7.309999942779541,7.389999866485596,42347564.0,7.389999866485596
2018-09-05,7.369999885559082,7.260000228881836,7.349999904632568,7.260000228881836,27198643.0,7.260000228881836
2018-09-06,7.300000190734863,7.159999847412109,7.260000228881836,7.170000076293945,27856830.0,7.170000076293945
2018-09-07,7.239999771118164,7.139999866485596,7.150000095367432,7.179999828338623,26152237.0,7.179999828338623
2018-09-10,7.170000076293945,7.110000133514404,7.170000076293945,7.150000095367432,19579808.0,7.150000095367432
2018-09-11,7.190000057220459,7.130000114440918,7.150000095367432,7.179999828338623,21603759.0,7.179999828338623
2018-09-12,7.199999809265137,7.139999866485596,7.170000076293945,7.159999847412109,13264675.0,7.159999847412109
2018-09-13,7.239999771118164,7.130000114440918,7.230000019073486,7.21999979019165,23891557.0,7.21999979019165
2018-09-14,7.230000019073486,7.179999828338623,7.21999979019165,7.210000038146973,13770586.0,7.210000038146973
2018-09-17,7.199999809265137,7.110000133514404,7.179999828338623,7.119999885559082,15511438.0,7.119999885559082
2018-09-18,7.21999979019165,7.079999923706055,7.079999923706055,7.210000038146973,28567231.0,7.210000038146973
2018-09-19,7.349999904632568,7.170000076293945,7.170000076293945,7.269999980926514,42396588.0,7.269999980926514
2018-09-20,7.369999885559082,7.260000228881836,7.269999980926514,7.300000190734863,24021770.0,7.300000190734863
2018-09-21,7.570000171661377,7.289999961853027,7.329999923706055,7.550000190734863,75506579.0,7.550000190734863
2018-09-25,7.539999961853027,7.460000038146973,7.489999771118164,7.5,35139082.0,7.5
2018-09-26,7.659999847412109,7.510000228881836,7.53000020980835,7.550000190734863,48688501.0,7.550000190734863
2018-09-27,7.599999904632568,7.5,7.570000171661377,7.550000190734863,44215780.0,7.550000190734863
2018-09-28,7.710000038146973,7.539999961853027,7.570000171661377,7.650000095367432,48016508.0,7.650000095367432
2018-10-08,7.570000171661377,7.369999885559082,7.480000019073486,7.420000076293945,47857226.0,7.420000076293945
2018-10-09,7.480000019073486,7.360000133514404,7.440000057220459,7.420000076293945,30267187.0,7.420000076293945
2018-10-10,7.5,7.380000114440918,7.460000038146973,7.460000038146973,26086616.0,7.460000038146973
2018-10-11,7.340000152587891,7.059999942779541,7.300000190734863,7.199999809265137,55588299.0,7.199999809265137
2018-10-12,7.320000171661377,7.070000171661377,7.159999847412109,7.28000020980835,47860747.0,7.28000020980835
2018-10-15,7.300000190734863,7.139999866485596,7.28000020980835,7.159999847412109,26318832.0,7.159999847412109
2018-10-16,7.239999771118164,7.099999904632568,7.170000076293945,7.110000133514404,39955760.0,7.110000133514404
2018-10-17,7.210000038146973,7.070000171661377,7.170000076293945,7.150000095367432,34780943.0,7.150000095367432
2018-10-18,7.150000095367432,7.050000190734863,7.130000114440918,7.059999942779541,31693976.0,7.059999942779541
2018-10-19,7.25,6.96999979019165,7.0,7.25,55012204.0,7.25
2018-10-22,7.550000190734863,7.25,7.25,7.46999979019165,71418586.0,7.46999979019165
2018-10-23,7.46999979019165,7.269999980926514,7.449999809265137,7.309999942779541,36639689.0,7.309999942779541
2018-10-24,7.71999979019165,7.309999942779541,7.309999942779541,7.440000057220459,73962911.0,7.440000057220459
2018-10-25,7.599999904632568,7.269999980926514,7.300000190734863,7.570000171661377,55811559.0,7.570000171661377
2018-10-26,7.619999885559082,7.440000057220459,7.619999885559082,7.510000228881836,39172517.0,7.510000228881836
2018-10-29,7.579999923706055,7.329999923706055,7.539999961853027,7.380000114440918,36183213.0,7.380000114440918
2018-10-30,7.630000114440918,7.340000152587891,7.340000152587891,7.570000171661377,54319943.0,7.570000171661377
2018-10-31,7.460000038146973,7.25,7.460000038146973,7.329999923706055,152602206.0,7.329999923706055
2018-11-01,7.360000133514404,7.199999809265137,7.340000152587891,7.199999809265137,121583052.0,7.199999809265137
2018-11-02,7.309999942779541,7.159999847412109,7.300000190734863,7.28000020980835,162296113.0,7.28000020980835
2018-11-05,7.21999979019165,7.130000114440918,7.210000038146973,7.179999828338623,104196892.0,7.179999828338623
2018-11-06,7.230000019073486,7.150000095367432,7.159999847412109,7.199999809265137,63130058.0,7.199999809265137
2018-11-07,7.21999979019165,7.150000095367432,7.190000057220459,7.159999847412109,66698341.0,7.159999847412109
2018-11-08,7.210000038146973,7.119999885559082,7.199999809265137,7.130000114440918,58228685.0,7.130000114440918
2018-11-09,7.099999904632568,7.0,7.099999904632568,7.03000020980835,93674850.0,7.03000020980835
2018-11-12,7.110000133514404,7.0,7.010000228881836,7.099999904632568,44760110.0,7.099999904632568
2018-11-13,7.179999828338623,7.03000020980835,7.050000190734863,7.150000095367432,65028732.0,7.150000095367432
2018-11-14,7.159999847412109,7.079999923706055,7.130000114440918,7.090000152587891,39767481.0,7.090000152587891
2018-11-15,7.139999866485596,7.079999923706055,7.090000152587891,7.130000114440918,38256773.0,7.130000114440918
2018-11-16,7.190000057220459,7.090000152587891,7.099999904632568,7.150000095367432,53448254.0,7.150000095367432
2018-11-19,7.21999979019165,7.130000114440918,7.150000095367432,7.21999979019165,77126485.0,7.21999979019165
2018-11-20,7.190000057220459,7.090000152587891,7.190000057220459,7.110000133514404,52512265.0,7.110000133514404
2018-11-21,7.130000114440918,7.059999942779541,7.070000171661377,7.119999885559082,23442086.0,7.119999885559082
2018-11-22,7.139999866485596,7.059999942779541,7.119999885559082,7.079999923706055,24520077.0,7.079999923706055
2018-11-23,7.099999904632568,7.010000228881836,7.070000171661377,7.010000228881836,40024701.0,7.010000228881836
2018-11-26,7.050000190734863,7.0,7.019999980926514,7.019999980926514,28384778.0,7.019999980926514
2018-11-27,7.039999961853027,6.980000019073486,7.03000020980835,6.989999771118164,33054186.0,6.989999771118164
2018-11-28,7.039999961853027,6.96999979019165,7.0,7.019999980926514,21074394.0,7.019999980926514
2018-11-29,7.059999942779541,6.949999809265137,7.050000190734863,6.960000038146973,31213843.0,6.960000038146973
2018-11-30,6.980000019073486,6.929999828338623,6.949999809265137,6.980000019073486,24044603.0,6.980000019073486
2018-12-03,7.090000152587891,7.03000020980835,7.059999942779541,7.050000190734863,56273387.0,7.050000190734863
2018-12-04,7.050000190734863,7.010000228881836,7.039999961853027,7.050000190734863,31838804.0,7.050000190734863
2018-12-05,7.03000020980835,6.980000019073486,7.0,7.0,26357087.0,7.0
2018-12-06,6.989999771118164,6.940000057220459,6.980000019073486,6.949999809265137,26233711.0,6.949999809265137
2018-12-07,6.96999979019165,6.929999828338623,6.949999809265137,6.949999809265137,17988295.0,6.949999809265137
2018-12-10,6.929999828338623,6.809999942779541,6.920000076293945,6.820000171661377,38353575.0,6.820000171661377
2018-12-11,6.849999904632568,6.809999942779541,6.829999923706055,6.829999923706055,16942895.0,6.829999923706055
2018-12-12,6.860000133514404,6.820000171661377,6.840000152587891,6.840000152587891,15550595.0,6.840000152587891
2018-12-13,6.889999866485596,6.809999942779541,6.840000152587891,6.860000133514404,32302722.0,6.860000133514404
2018-12-14,6.849999904632568,6.760000228881836,6.840000152587891,6.760000228881836,31310822.0,6.760000228881836
2018-12-17,6.769999980926514,6.690000057220459,6.75,6.739999771118164,25257071.0,6.739999771118164
2018-12-18,6.75,6.659999847412109,6.710000038146973,6.690000057220459,27885327.0,6.690000057220459
2018-12-19,6.71999979019165,6.610000133514404,6.710000038146973,6.619999885559082,33826605.0,6.619999885559082
2018-12-20,6.639999866485596,6.559999942779541,6.619999885559082,6.579999923706055,34588425.0,6.579999923706055
2018-12-21,6.570000171661377,6.449999809265137,6.570000171661377,6.489999771118164,41983036.0,6.489999771118164
2018-12-24,6.519999980926514,6.440000057220459,6.46999979019165,6.519999980926514,21435251.0,6.519999980926514
2018-12-25,6.489999771118164,6.409999847412109,6.46999979019165,6.46999979019165,26872178.0,6.46999979019165
2018-12-26,6.5,6.440000057220459,6.46999979019165,6.460000038146973,23526354.0,6.460000038146973
2018-12-27,6.539999961853027,6.420000076293945,6.519999980926514,6.440000057220459,37129110.0,6.440000057220459
2018-12-28,6.489999771118164,6.420000076293945,6.440000057220459,6.460000038146973,32036370.0,6.460000038146973
2019-01-02,6.46999979019165,6.360000133514404,6.46999979019165,6.369999885559082,27837382.0,6.369999885559082
2019-01-03,6.449999809265137,6.360000133514404,6.369999885559082,6.409999847412109,23915735.0,6.409999847412109
2019-01-04,6.559999942779541,6.349999904632568,6.360000133514404,6.550000190734863,49698457.0,6.550000190734863
2019-01-07,6.559999942779541,6.489999771118164,6.360000133514404,6.539999961853027,42985372.0,6.539999961853027
2019-01-08,6.53000020980835,6.5,6.53000020980835,6.510000228881836,22336791.0,6.510000228881836
2019-01-09,6.619999885559082,6.519999980926514,6.519999980926514,6.559999942779541,42890143.0,6.559999942779541
2019-01-10,6.579999923706055,6.510000228881836,6.550000190734863,6.539999961853027,26900726.0,6.539999961853027
2019-01-11,6.579999923706055,6.510000228881836,6.539999961853027,6.539999961853027,32969169.0,6.539999961853027
2019-01-14,6.550000190734863,6.460000038146973,6.53000020980835,6.46999979019165,23394140.0,6.46999979019165
2019-01-15,6.559999942779541,6.460000038146973,6.46999979019165,6.539999961853027,25576694.0,6.539999961853027
2019-01-16,6.639999866485596,6.53000020980835,6.539999961853027,6.630000114440918,42302313.0,6.630000114440918
2019-01-17,6.630000114440918,6.570000171661377,6.630000114440918,6.579999923706055,21390203.0,6.579999923706055
2019-01-18,6.809999942779541,6.590000152587891,6.590000152587891,6.769999980926514,73901609.0,6.769999980926514
2019-01-21,6.849999904632568,6.769999980926514,6.789999961853027,6.809999942779541,51736093.0,6.809999942779541
2019-01-22,6.820000171661377,6.710000038146973,6.820000171661377,6.730000019073486,24367619.0,6.730000019073486
2019-01-23,6.769999980926514,6.710000038146973,6.710000038146973,6.739999771118164,22000883.0,6.739999771118164
2019-01-24,6.800000190734863,6.710000038146973,6.760000228881836,6.789999961853027,18588396.0,6.789999961853027
2019-01-25,7.019999980926514,6.789999961853027,6.789999961853027,6.960000038146973,87600051.0,6.960000038146973
2019-01-28,7.079999923706055,6.929999828338623,7.039999961853027,6.980000019073486,54522774.0,6.980000019073486
2019-01-29,7.019999980926514,6.900000095367432,6.960000038146973,6.989999771118164,36079226.0,6.989999771118164
2019-01-30,7.019999980926514,6.960000038146973,6.96999979019165,6.960000038146973,22304589.0,6.960000038146973
2019-01-31,7.039999961853027,6.949999809265137,6.980000019073486,6.980000019073486,47928759.0,6.980000019073486
2019-02-01,7.03000020980835,6.909999847412109,7.019999980926514,6.960000038146973,40128479.0,6.960000038146973
2019-02-11,6.980000019073486,6.909999847412109,6.960000038146973,6.960000038146973,39069068.0,6.960000038146973
2019-02-12,7.119999885559082,6.940000057220459,6.989999771118164,7.059999942779541,81611607.0,7.059999942779541
2019-02-13,7.179999828338623,7.03000020980835,7.039999961853027,7.130000114440918,80230672.0,7.130000114440918
2019-02-14,7.170000076293945,7.090000152587891,7.130000114440918,7.139999866485596,43164769.0,7.139999866485596
2019-02-15,7.130000114440918,6.960000038146973,7.130000114440918,6.96999979019165,45315425.0,6.96999979019165
2019-02-18,7.110000133514404,7.0,7.0,7.110000133514404,52280621.0,7.110000133514404
2019-02-19,7.210000038146973,7.070000171661377,7.110000133514404,7.130000114440918,75196436.0,7.130000114440918
2019-02-20,7.110000133514404,6.920000076293945,7.090000152587891,6.980000019073486,121247837.0,6.980000019073486
2019-02-21,7.0,6.909999847412109,6.940000057220459,6.929999828338623,69681866.0,6.929999828338623
2019-02-22,7.010000228881836,6.840000152587891,6.920000076293945,7.0,83361556.0,7.0
2019-02-25,7.539999961853027,7.059999942779541,7.099999904632568,7.480000019073486,223044965.0,7.480000019073486
2019-02-26,7.539999961853027,7.300000190734863,7.489999771118164,7.320000171661377,131991789.0,7.320000171661377
2019-02-27,7.75,7.28000020980835,7.300000190734863,7.510000228881836,195544375.0,7.510000228881836
2019-02-28,7.559999942779541,7.409999847412109,7.480000019073486,7.440000057220459,83388832.0,7.440000057220459
2019-03-01,7.690000057220459,7.400000095367432,7.46999979019165,7.690000057220459,105880847.0,7.690000057220459
2019-03-04,7.96999979019165,7.679999828338623,7.800000190734863,7.760000228881836,182830414.0,7.760000228881836
2019-03-05,7.760000228881836,7.670000076293945,7.699999809265137,7.730000019073486,81853183.0,7.730000019073486
2019-03-06,8.100000381469727,7.909999847412109,7.980000019073486,8.039999961853027,181071051.0,8.039999961853027
2019-03-07,8.279999732971191,8.039999961853027,8.0600004196167,8.140000343322754,168642618.0,8.140000343322754
2019-03-08,8.0,7.75,7.900000095367432,7.800000190734863,147044421.0,7.800000190734863
2019-03-11,7.900000095367432,7.690000057220459,7.760000228881836,7.829999923706055,98275040.0,7.829999923706055
2019-03-12,7.949999809265137,7.800000190734863,7.880000114440918,7.860000133514404,79443144.0,7.860000133514404
2019-03-13,7.840000152587891,7.690000057220459,7.840000152587891,7.739999771118164,72863487.0,7.739999771118164
2019-03-14,7.789999961853027,7.599999904632568,7.699999809265137,7.639999866485596,63507687.0,7.639999866485596
2019-03-15,7.760000228881836,7.659999847412109,7.670000076293945,7.679999828338623,67820837.0,7.679999828338623
2019-03-18,7.960000038146973,7.710000038146973,7.710000038146973,7.940000057220459,90246480.0,7.940000057220459
2019-03-19,8.09000015258789,7.920000076293945,7.989999771118164,7.960000038146973,78378446.0,7.960000038146973
2019-03-20,8.119999885559082,7.920000076293945,7.929999828338623,8.020000457763672,85477429.0,8.020000457763672
2019-03-21,8.079999923706055,7.980000019073486,8.010000228881836,8.050000190734863,67091934.0,8.050000190734863
2019-03-22,8.0600004196167,7.920000076293945,8.050000190734863,8.0,55940895.0,8.0
2019-03-25,7.920000076293945,7.730000019073486,7.880000114440918,7.75,73413798.0,7.75
2019-03-26,7.820000171661377,7.630000114440918,7.789999961853027,7.679999828338623,57598326.0,7.679999828338623
2019-03-27,7.789999961853027,7.659999847412109,7.71999979019165,7.71999979019165,37957647.0,7.71999979019165
2019-03-28,7.710000038146973,7.630000114440918,7.710000038146973,7.670000076293945,34554173.0,7.670000076293945
2019-03-29,7.929999828338623,7.670000076293945,7.690000057220459,7.909999847412109,85266273.0,7.909999847412109
2019-04-01,8.229999542236328,7.96999979019165,7.96999979019165,8.1899995803833,152373303.0,8.1899995803833
2019-04-02,8.470000267028809,8.260000228881836,8.300000190734863,8.34000015258789,115112395.0,8.34000015258789
2019-04-03,8.399999618530273,8.220000267028809,8.260000228881836,8.390000343322754,74945529.0,8.390000343322754
2019-04-04,8.649999618530273,8.399999618530273,8.430000305175781,8.619999885559082,140360321.0,8.619999885559082
2019-04-08,9.359999656677246,8.729999542236328,8.729999542236328,9.0,192781022.0,9.0
2019-04-09,9.09000015258789,8.829999923706055,8.970000267028809,8.880000114440918,82982686.0,8.880000114440918
2019-04-10,9.130000114440918,8.789999961853027,8.84000015258789,9.0600004196167,85838058.0,9.0600004196167
2019-04-11,9.130000114440918,8.739999771118164,9.039999961853027,8.760000228881836,96466184.0,8.760000228881836
2019-04-12,8.890000343322754,8.710000038146973,8.729999542236328,8.850000381469727,64306038.0,8.850000381469727
2019-04-15,9.350000381469727,8.949999809265137,9.130000114440918,8.979999542236328,149394801.0,8.979999542236328
2019-04-16,9.34000015258789,8.84000015258789,8.930000305175781,9.300000190734863,146840036.0,9.300000190734863
2019-04-17,9.34000015258789,9.09000015258789,9.220000267028809,9.15999984741211,93918018.0,9.15999984741211
2019-04-18,9.220000267028809,9.050000190734863,9.220000267028809,9.109999656677246,46060462.0,9.109999656677246
2019-04-19,9.239999771118164,9.079999923706055,9.100000381469727,9.15999984741211,47017379.0,9.15999984741211
2019-04-22,9.180000305175781,8.699999809265137,9.170000076293945,8.760000228881836,101021524.0,8.760000228881836
2019-04-23,8.970000267028809,8.75,8.779999732971191,8.84000015258789,62838554.0,8.84000015258789
2019-04-24,9.029999732971191,8.739999771118164,8.970000267028809,8.880000114440918,49807999.0,8.880000114440918
2019-04-25,8.859999656677246,8.630000114440918,8.850000381469727,8.640000343322754,54459490.0,8.640000343322754
2019-04-26,8.680000305175781,8.350000381469727,8.649999618530273,8.380000114440918,87234410.0,8.380000114440918
